,Equation Number,Equation Output
171,213,"(-1) = ((2x - 3) + 4x)
 | None((-1) + 3) = (((2x - 3) + 4x) + 3) | add 3(((-1) + 3) - 3) = ((((2x - 3) + 4x) + 3) - 3) | sub 3(((-1) + 3) - 3) = ((((2x + (-3)) + 4x) + 3) - 3) | subsub 0.1.0.0.0, (2x - 3)(((-1) + 3) - 3) = (((4x + (2x + (-3))) + 3) - 3) | comm 0.1.0.0, ((2x + (-3)) + 4x)(((-1) + 3) - 3) = ((((4x + 2x) + (-3)) + 3) - 3) | assoc 0.1.0.0, (4x + (2x + (-3)))(((-1) + 3) - 3) = (((((4 + 2) * x) + (-3)) + 3) - 3) | dist 0.1.0.0.0, (4x + 2x)(((-1) + 3) - 3) = (((6x + (-3)) + 3) - 3) | eval 0.1.0.0.0.0, (4 + 2)(((-1) + 3) - 3) = ((6x + ((-3) + 3)) - 3) | assoc 0.1.0, ((6x + (-3)) + 3)(((-1) + 3) - 3) = ((6x + 0) - 3) | eval 0.1.0.1, ((-3) + 3)((6x + 0) - 3) = (((-1) + 3) - 3) | refl((6x + 0) - 3) = (-1) | assoc~eval~add0 0.1~0.1.1~0.1, (((-1) + 3) - 3)~(3 - 3)~((-1) + 0)(6x + 0) = 2 | {add~eval~comm~assoc~comm}~{assoc~eval~add0} {$~0.1~0.0~0.0~0.0.0}~{0.0~0.0.1~0.0}, {3~((-1) + 3)~(((6x + 0) - 3) + 3)~(3 + ((6x + 0) - 3))~(3 + (6x + 0))}~{(((6x + 0) + 3) - 3)~(3 - 3)~((6x + 0) + 0)}6x = 2 | add0 0.0, (6x + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~(2 / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
172,215,"(1 + 2x) = (3x + (-4))
 | None(2x + 1) = (3x + (-4)) | comm 0.0, (1 + 2x)((2x + 1) - 1) = ((3x + (-4)) - 1) | sub 12x = ((3x + (-4)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (3x + ((-4) - 1)) | assoc 0.1, ((3x + (-4)) - 1)-1x = (((-4) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(2x - 3x)~(3x + ((-4) - 1))~((((-4) - 1) + 3x) - 3x)~(3x - 3x)~(2 - 3)-1x = (-5) | eval~eval 0.1.0~0.1, ((-4) - 1)~((-5) + 0)x = 5 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-5) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
173,216,"((-1x - 2) + 3x) = 4
 | None((3x + (-1x - 2)) - 2) = 2 | sub~eval~comm $~0.1~0.0.0, 2~(4 - 2)~((-1x - 2) + 3x)((3x + (-1x + (-2))) - 2) = 2 | subsub 0.0.0.1, (-1x - 2)(3x + ((-1x + (-2)) - 2)) = 2 | assoc 0.0, ((3x + (-1x + (-2))) - 2)(3x + (-1x + ((-2) - 2))) = 2 | assoc 0.0.1, ((-1x + (-2)) - 2)((3x + -1x) + ((-2) - 2)) = 2 | assoc 0.0, (3x + (-1x + ((-2) - 2)))(((3 + (-1)) * x) + ((-2) - 2)) = 2 | dist 0.0.0, (3x + -1x)(2x + ((-2) - 2)) = 2 | eval 0.0.0.0, (3 + (-1))(2x + (-4)) = 2 | eval 0.0.1, ((-2) - 2)2x = 6 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-4)~{((2x + (-4)) - (-4))~((-4) - (-4))~(2 - (-4))~(2x + 0)}x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(6 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
174,217,"(1 + -2x) = (3x + (-4))
 | None(-2x + 1) = (3x + (-4)) | comm 0.0, (1 + -2x)((-2x + 1) - 1) = ((3x + (-4)) - 1) | sub 1-2x = ((3x + (-4)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (3x + ((-4) - 1)) | assoc 0.1, ((3x + (-4)) - 1)-5x = (((-4) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-2x - 3x)~(3x + ((-4) - 1))~((((-4) - 1) + 3x) - 3x)~(3x - 3x)~((-2) - 3)-5x = (-5) | eval~eval 0.1.0~0.1, ((-4) - 1)~((-5) + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~((-5) / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
175,218,"1 = ((-2) + 3x)
 | None1 = (3x + (-2)) | comm 0.1, ((-2) + 3x)(3x + (-2)) = 1 | refl3x = 3 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-2)~{((3x + (-2)) - (-2))~((-2) - (-2))~(1 - (-2))~(3x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(3 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
176,219,"(1 + 2x) = (-3)
 | None2x = (-4) | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {1~((-3) - 1)~(1 + 2x)}~{((2x + 1) - 1)~(1 - 1)~(2x + 0)}x = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-4) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
177,222,"((-1) - 2x) = (-3x - 4)
 | None((-1) + -2x) = (-3x - 4) | subsub 0.0, ((-1) - 2x)(-2x + (-1)) = (-3x - 4) | comm 0.0, ((-1) + -2x)((-2x + (-1)) - (-1)) = ((-3x - 4) - (-1)) | sub (-1)-2x = ((-3x - 4) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = ((-3x + (-4)) - (-1)) | subsub 0.1.0, (-3x - 4)-2x = (-3x + ((-4) - (-1))) | assoc 0.1, ((-3x + (-4)) - (-1))1x = (((-4) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-2x - -3x)~(-3x + ((-4) - (-1)))~((((-4) - (-1)) + -3x) - -3x)~(-3x - -3x)~((-2) - (-3))1x = (-3) | eval~eval 0.1.0~0.1, ((-4) - (-1))~((-3) + 0)x = (-3) | mul1 0.0, 1x"
178,224,"(1x + 2) = 3
 | Nonex = 1 | sub~{assoc~eval~eval~add0}~mul1 $~{0.0~0.0.1~0.1~0.0}~0.0, 2~{((1x + 2) - 2)~(2 - 2)~(3 - 2)~(1x + 0)}~1x"
179,226,"1 = (2 + -3x)
 | None1 = (-3x + 2) | comm 0.1, (2 + -3x)(-3x + 2) = 1 | refl-3x = (-1) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((-3x + 2) - 2)~(2 - 2)~(1 - 2)~(-3x + 0)}x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-1) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
180,227,"((-1) - 2x) = ((-3) - 4x)
 | None((-1) - 2x) = ((-3) + -4x) | subsub 0.1, ((-3) - 4x)((-1) + -2x) = ((-3) + -4x) | subsub 0.0, ((-1) - 2x)(-2x + (-1)) = ((-3) + -4x) | comm 0.0, ((-1) + -2x)((-2x + (-1)) - (-1)) = (((-3) + -4x) - (-1)) | sub (-1)-2x = (((-3) + -4x) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = ((-4x + (-3)) - (-1)) | comm 0.1.0, ((-3) + -4x)-2x = (-4x + ((-3) - (-1))) | assoc 0.1, ((-4x + (-3)) - (-1))2x = (((-3) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-2x - -4x)~(-4x + ((-3) - (-1)))~((((-3) - (-1)) + -4x) - -4x)~(-4x - -4x)~((-2) - (-4))2x = (-2) | eval~eval 0.1.0~0.1, ((-3) - (-1))~((-2) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
181,228,"(-1x + (-2)) = (3x + (-4))
 | None((-1x + (-2)) - (-2)) = ((3x + (-4)) - (-2)) | sub (-2)-1x = ((3x + (-4)) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + (-2)) - (-2))~((-2) - (-2))~(-1x + 0)-1x = (3x + ((-4) - (-2))) | assoc 0.1, ((3x + (-4)) - (-2))-4x = (((-4) - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-1x - 3x)~(3x + ((-4) - (-2)))~((((-4) - (-2)) + 3x) - 3x)~(3x - 3x)~((-1) - 3)-4x = (-2) | eval~eval 0.1.0~0.1, ((-4) - (-2))~((-2) + 0)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~((-2) / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
182,229,"(-1) = (-2x + 3x)
 | None(-1) = (((-2) + 3) * x) | dist 0.1, (-2x + 3x)(((-2) + 3) * x) = (-1) | refl1x = (-1) | eval 0.0.0, ((-2) + 3)x = (-1) | mul1 0.0, 1x"
183,230,"(1 + ((-2) / x)) = 3
 | None((-2) / x) = 2 | {sub~eval~comm}~{assoc~eval~add0} {$~0.1~0.0.0}~{0.0~0.0.1~0.0}, {1~(3 - 1)~(1 + ((-2) / x))}~{((((-2) / x) + 1) - 1)~(1 - 1)~(((-2) / x) + 0)}(((-2) / x) * (-2)) = (2 * (-2)) | mul (-2)((-2) * ((-2) / x)) = (2 * (-2)) | comm 0.0, (((-2) / x) * (-2))(((-2) * ((-2) / x)) * (-2)) = ((2 * (-2)) * (-2)) | mul (-2)((-2) * ((-2) * ((-2) / x))) = ((2 * (-2)) * (-2)) | comm 0.0, (((-2) * ((-2) / x)) * (-2))(((-2) * (-2)) * ((-2) / x)) = ((2 * (-2)) * (-2)) | assoc 0.0, ((-2) * ((-2) * ((-2) / x)))((((-2) * (-2)) * (-2)) / x) = ((2 * (-2)) * (-2)) | assoc 0.0, (((-2) * (-2)) * ((-2) / x))((((-2) * (-2)) * (-2)) / x) = (((-2) * 2) * (-2)) | comm 0.1.0, (2 * (-2))(((-2) * ((-2) * (-2))) / x) = (((-2) * 2) * (-2)) | comm 0.0.0, (((-2) * (-2)) * (-2))(((-2) * 2) * (-2)) = (((-2) * ((-2) * (-2))) / x) | refl((-2) * ((-2) * 2)) = (((-2) * ((-2) * (-2))) / x) | comm 0.0, (((-2) * 2) * (-2))((-2) * ((-2) * 2)) = ((((-2) * (-2)) * (-2)) / x) | comm 0.1.0, ((-2) * ((-2) * (-2)))((-2) * (-4)) = ((((-2) * (-2)) * (-2)) / x) | eval 0.0.1, ((-2) * 2)((-2) * (-4)) = (((-2) * (-2)) * ((-2) / x)) | assoc 0.1, ((((-2) * (-2)) * (-2)) / x)(((-2) * (-4)) * x) = ((((-2) * (-2)) * ((-2) / x)) * x) | mul x(((-2) * (-4)) * x) = (x * (((-2) * (-2)) * ((-2) / x))) | comm 0.1, ((((-2) * (-2)) * ((-2) / x)) * x)(((-2) * (-4)) * x) = (x * ((((-2) * (-2)) * (-2)) / x)) | assoc 0.1.1, (((-2) * (-2)) * ((-2) / x))(((-2) * (-4)) * x) = ((x * (((-2) * (-2)) * (-2))) / x) | assoc 0.1, (x * ((((-2) * (-2)) * (-2)) / x))(((-2) * (-4)) * x) = (((((-2) * (-2)) * (-2)) * x) / x) | comm 0.1.0, (x * (((-2) * (-2)) * (-2)))(((-2) * (-4)) * x) = ((((-2) * (-2)) * (-2)) * (x / x)) | assoc 0.1, (((((-2) * (-2)) * (-2)) * x) / x)(((-2) * (-4)) * x) = ((((-2) * (-2)) * (-2)) * 1) | div_self 0.1.1, (x / x)8x = ((((-2) * (-2)) * (-2)) * 1) | eval 0.0.0, ((-2) * (-4))8x = ((-8) * 1) | eval~eval 0.1.0.0~0.1.0, ((-2) * (-2))~(4 * (-2))8x = (-8) | eval 0.1, ((-8) * 1)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 8~((-8) / 8)~8x~((x * 8) / 8)~(8 / 8)~(x * 1)"
184,231,"-1x = ((2x - 3) - 4)
 | None-1x = ((2x + (-3)) - 4) | subsub 0.1.0, (2x - 3)-1x = (2x + ((-3) - 4)) | assoc 0.1, ((2x + (-3)) - 4)-3x = (((-3) - 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 2x~(-1x - 2x)~(2x + ((-3) - 4))~((((-3) - 4) + 2x) - 2x)~(2x - 2x)~((-1) - 2)-3x = (-7) | eval~eval 0.1.0~0.1, ((-3) - 4)~((-7) + 0)x = [7/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-7) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
185,232,"((-1) + 2x) = (-3x - 4)
 | None(2x + (-1)) = (-3x - 4) | comm 0.0, ((-1) + 2x)((2x + (-1)) - (-1)) = ((-3x - 4) - (-1)) | sub (-1)((2x + (-1)) - (-1)) = ((-3x + (-4)) - (-1)) | subsub 0.1.0, (-3x - 4)2x = ((-3x + (-4)) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (-3x + ((-4) - (-1))) | assoc 0.1, ((-3x + (-4)) - (-1))5x = (((-4) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(2x - -3x)~(-3x + ((-4) - (-1)))~((((-4) - (-1)) + -3x) - -3x)~(-3x - -3x)~(2 - (-3))5x = (-3) | eval~eval 0.1.0~0.1, ((-4) - (-1))~((-3) + 0)x = ([-3/5]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~((-3) / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
186,233,"(-1x + (-2)) = (3 + -4x)
 | None(-1x + (-2)) = (-4x + 3) | comm 0.1, (3 + -4x)((-1x + (-2)) - (-2)) = ((-4x + 3) - (-2)) | sub (-2)-1x = ((-4x + 3) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + (-2)) - (-2))~((-2) - (-2))~(-1x + 0)-1x = (-4x + (3 - (-2))) | assoc 0.1, ((-4x + 3) - (-2))3x = ((3 - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-1x - -4x)~(-4x + (3 - (-2)))~(((3 - (-2)) + -4x) - -4x)~(-4x - -4x)~((-1) - (-4))3x = 5 | eval~eval 0.1.0~0.1, (3 - (-2))~(5 + 0)x = [5/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(5 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
187,234,"(-1) = (((-2) - 3x) + 4x)
 | None((-1) - (-2)) = ((((-2) - 3x) + 4x) - (-2)) | sub (-2)((-1) - (-2)) = ((((-2) + -3x) + 4x) - (-2)) | subsub 0.1.0.0, ((-2) - 3x)1 = ((((-2) + -3x) + 4x) - (-2)) | eval 0.0, ((-1) - (-2))1 = ((4x + ((-2) + -3x)) - (-2)) | comm 0.1.0, (((-2) + -3x) + 4x)1 = ((4x + (-3x + (-2))) - (-2)) | comm 0.1.0.1, ((-2) + -3x)1 = (((4x + -3x) + (-2)) - (-2)) | assoc 0.1.0, (4x + (-3x + (-2)))1 = (4x + -3x) | assoc~eval~add0 0.1~0.1.1~0.1, (((4x + -3x) + (-2)) - (-2))~((-2) - (-2))~((4x + -3x) + 0)1 = ((4 + (-3)) * x) | dist 0.1, (4x + -3x)((4 + (-3)) * x) = 1 | refl1x = 1 | eval 0.0.0, (4 + (-3))x = 1 | mul1 0.0, 1x"
188,235,"(-1) = 2x
 | None2x = (-1) | reflx = ([-1/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-1) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
189,236,"(-1) = -2x
 | None-2x = (-1) | reflx = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-1) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
190,237,"-1x = (((-2) + -3x) - 4)
 | None-1x = ((-3x + (-2)) - 4) | comm 0.1.0, ((-2) + -3x)-1x = (-3x + ((-2) - 4)) | assoc 0.1, ((-3x + (-2)) - 4)2x = (((-2) - 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + ((-2) - 4))~((((-2) - 4) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = (-6) | eval~eval 0.1.0~0.1, ((-2) - 4)~((-6) + 0)x = (-3) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-6) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
191,240,"((1 + 2x) + 3x) = 4
 | None(3x + (1 + 2x)) = 4 | comm 0.0, ((1 + 2x) + 3x)(3x + (2x + 1)) = 4 | comm 0.0.1, (1 + 2x)4 = (3x + (2x + 1)) | refl4 = ((3x + 2x) + 1) | assoc 0.1, (3x + (2x + 1))4 = (((3 + 2) * x) + 1) | dist 0.1.0, (3x + 2x)4 = (5x + 1) | eval 0.1.0.0, (3 + 2)(5x + 1) = 4 | refl5x = 3 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 1~{((5x + 1) - 1)~(1 - 1)~(4 - 1)~(5x + 0)}x = [3/5] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~(3 / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
192,241,"(1 + 2x) = ((-3) + -4x)
 | None(2x + 1) = ((-3) + -4x) | comm 0.0, (1 + 2x)((2x + 1) - 1) = (((-3) + -4x) - 1) | sub 1((2x + 1) - 1) = ((-4x + (-3)) - 1) | comm 0.1.0, ((-3) + -4x)2x = ((-4x + (-3)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (-4x + ((-3) - 1)) | assoc 0.1, ((-4x + (-3)) - 1)6x = (((-3) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(2x - -4x)~(-4x + ((-3) - 1))~((((-3) - 1) + -4x) - -4x)~(-4x - -4x)~(2 - (-4))6x = (-4) | eval~eval 0.1.0~0.1, ((-3) - 1)~((-4) + 0)x = ([-2/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~((-4) / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
193,242,"1x = (-2x + 3)
 | None3x = (3 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(1x - -2x)~(-2x + 3)~((3 + -2x) - -2x)~(-2x - -2x)~(1 - (-2))3x = 3 | eval 0.1, (3 + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(3 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
194,243,"(1x + 2) = (3 + -4x)
 | None(1x + 2) = (-4x + 3) | comm 0.1, (3 + -4x)((1x + 2) - 2) = ((-4x + 3) - 2) | sub 21x = ((-4x + 3) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (-4x + (3 - 2)) | assoc 0.1, ((-4x + 3) - 2)5x = ((3 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(1x - -4x)~(-4x + (3 - 2))~(((3 - 2) + -4x) - -4x)~(-4x - -4x)~(1 - (-4))5x = 1 | eval~eval 0.1.0~0.1, (3 - 2)~(1 + 0)x = [1/5] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~(1 / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
195,244,"(1 / (-2)) = x
 | Nonex = (1 / (-2)) | reflx = ([-1/2]) | eval 0.1, (1 / (-2))"
196,245,"(-1x + 2) = (-3x + (-4))
 | None((-1x + 2) - 2) = ((-3x + (-4)) - 2) | sub 2-1x = ((-3x + (-4)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (-3x + ((-4) - 2)) | assoc 0.1, ((-3x + (-4)) - 2)2x = (((-4) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + ((-4) - 2))~((((-4) - 2) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = (-6) | eval~eval 0.1.0~0.1, ((-4) - 2)~((-6) + 0)x = (-3) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-6) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
197,247,"(-1x - 2x) = ((-3) + 4)
 | None(((-1) - 2) * x) = ((-3) + 4) | dist 0.0, (-1x - 2x)-3x = ((-3) + 4) | eval 0.0.0, ((-1) - 2)-3x = 1 | eval 0.1, ((-3) + 4)x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(1 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
198,248,"((-1x + 2) + 3) = -4x
 | None-4x = ((-1x + 2) + 3) | refl-4x = (-1x + (2 + 3)) | assoc 0.1, ((-1x + 2) + 3)-3x = ((2 + 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -1x~(-4x - -1x)~(-1x + (2 + 3))~(((2 + 3) + -1x) - -1x)~(-1x - -1x)~((-4) - (-1))-3x = 5 | eval~eval 0.1.0~0.1, (2 + 3)~(5 + 0)x = ([-5/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(5 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
199,249,"(1 + -2x) = (3 + -4x)
 | None(1 + -2x) = (-4x + 3) | comm 0.1, (3 + -4x)(-2x + 1) = (-4x + 3) | comm 0.0, (1 + -2x)((-2x + 1) - 1) = ((-4x + 3) - 1) | sub 1-2x = ((-4x + 3) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (-4x + (3 - 1)) | assoc 0.1, ((-4x + 3) - 1)2x = ((3 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(-2x - -4x)~(-4x + (3 - 1))~(((3 - 1) + -4x) - -4x)~(-4x - -4x)~((-2) - (-4))2x = 2 | eval~eval 0.1.0~0.1, (3 - 1)~(2 + 0)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(2 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
200,250,"-1x = ((-2) + 3x)
 | None-1x = (3x + (-2)) | comm 0.1, ((-2) + 3x)-4x = ((-2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-1x - 3x)~(3x + (-2))~(((-2) + 3x) - 3x)~(3x - 3x)~((-1) - 3)-4x = (-2) | eval 0.1, ((-2) + 0)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~((-2) / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
201,251,"((-1) + 2x) = (3 + -4x)
 | None(2x + (-1)) = (3 + -4x) | comm 0.0, ((-1) + 2x)(2x + (-1)) = (-4x + 3) | comm 0.1, (3 + -4x)((2x + (-1)) - (-1)) = ((-4x + 3) - (-1)) | sub (-1)2x = ((-4x + 3) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (-4x + (3 - (-1))) | assoc 0.1, ((-4x + 3) - (-1))6x = ((3 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -4x~(2x - -4x)~(-4x + (3 - (-1)))~(((3 - (-1)) + -4x) - -4x)~(-4x - -4x)~(2 - (-4))6x = 4 | eval~eval 0.1.0~0.1, (3 - (-1))~(4 + 0)x = [2/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~(4 / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
202,252,"(1x + (-2)) = (3x + 4)
 | None((1x + (-2)) - (-2)) = ((3x + 4) - (-2)) | sub (-2)1x = ((3x + 4) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + (-2)) - (-2))~((-2) - (-2))~(1x + 0)1x = (3x + (4 - (-2))) | assoc 0.1, ((3x + 4) - (-2))-2x = ((4 - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + (4 - (-2)))~(((4 - (-2)) + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = 6 | eval~eval 0.1.0~0.1, (4 - (-2))~(6 + 0)x = (-3) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(6 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
203,253,"-1x = 2
 | Nonex = (-2) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(2 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
